
2024/03/01 (18:33:02) | ===> btop++ v.1.3.2
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
